epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
63,2850.18,0.98692,0.88003,1.30253,0.75675,0.74294,0.79774,0.43533,1.20709,1.1064,1.69507,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,2895.44,0.97984,0.87149,1.29468,0.74541,0.75151,0.79618,0.43021,1.22195,1.10405,1.69319,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,2939.51,0.97957,0.86971,1.2952,0.75658,0.74427,0.79676,0.43465,1.2116,1.0948,1.68312,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,2985,0.97516,0.86372,1.28991,0.76153,0.74437,0.79584,0.43632,1.20044,1.08637,1.68379,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,3030.06,0.97102,0.8572,1.27879,0.75947,0.73906,0.79199,0.428,1.21774,1.10811,1.70222,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,3074.57,0.97148,0.85894,1.28494,0.76933,0.73073,0.7938,0.4307,1.21173,1.08461,1.6851,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,3119.5,0.97361,0.86154,1.28258,0.76162,0.74786,0.80082,0.4391,1.20827,1.07376,1.68175,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,3163.97,0.96169,0.84523,1.27824,0.75904,0.74564,0.79406,0.43051,1.21369,1.09064,1.68772,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,3208.21,0.95796,0.84345,1.26977,0.76664,0.74183,0.7975,0.43747,1.20302,1.08649,1.68407,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,3253.41,0.96237,0.84617,1.27403,0.77188,0.7426,0.79817,0.4344,1.20673,1.09404,1.68515,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
