,epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,96.0,9691.883125,0.94869875,0.812493125,0.008389375000000001,0.8620712500000001,0.826540625,0.880680625,0.5147468749999999,0.969295,0.731290625,0.014220625,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
96,97.0,9790.543125,0.946925,0.807889375,0.008493125,0.86711875,0.8254937499999999,0.881414375,0.5156375,0.9683537499999999,0.7289981249999999,0.014215625,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
97,98.0,9889.21875,0.9458131249999999,0.808764375,0.00850625,0.86284625,0.829488125,0.881449375,0.5161425,0.967945,0.726639375,0.014195,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
98,99.0,9988.393125,0.947101875,0.812955,0.008400625,0.8685824999999999,0.8244518750000001,0.8818275,0.51739625,0.9668537500000001,0.724064375,0.014193125,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
99,100.0,10087.325,0.944461875,0.806083125,0.00843375,0.8618375,0.8296025,0.88155125,0.51832875,0.9649675,0.725634375,0.01417,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
100,101.0,10186.05625,0.9427887500000001,0.8046543749999999,0.0083475,0.869246875,0.823963125,0.881745,0.518386875,0.9629524999999999,0.722246875,0.014130625,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
101,102.0,10285.48125,0.9415256249999999,0.804581875,0.008356249999999999,0.869066875,0.823644375,0.882056875,0.518555,0.96155875,0.72129,0.0141,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
102,103.0,10384.45,0.9398249999999999,0.7984393750000001,0.00837375,0.863565625,0.829915,0.882595625,0.520210625,0.9587650000000001,0.721254375,0.014066875,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
103,104.0,10483.293749999999,0.9352518750000001,0.797036875,0.008358750000000002,0.86311125,0.82993875,0.8826449999999999,0.5204781249999999,0.95754625,0.72121625,0.014054375000000001,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
104,105.0,10582.55,0.9327575,0.7960406250000001,0.0082775,0.86210625,0.8289562500000001,0.8815975,0.520985625,0.952778125,0.7278625000000001,0.01397375,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
105,106.0,10681.449999999999,0.92796875,0.785855625,0.00825875,0.86430875,0.827501875,0.881628125,0.5209925,0.951680625,0.727658125,0.013957500000000001,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
106,107.0,10780.54375,0.93103625,0.791005,0.00826625,0.8643425,0.829034375,0.8825168750000001,0.521958125,0.949838125,0.72277875,0.013923749999999999,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
